index,Sku,Style Id,Catalog,Category,Weight,TP,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
1234,Os1041_2XL,Os1041,Mix,Kurta Set,0.4,#VALUE!,,,,,,,,2895.0,,
1235,Os1041_3XL,Os1041,Mix,Kurta Set,0.4,#VALUE!,,,,,,,,2895.0,,
1236,Os1109_M,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1237,Os1109_L,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1238,Os1109_XL,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1239,Os1109_2XL,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1240,IRIS_1413_2XL,IRIS_1413,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1241,OS1010_XL,OS1010,Nill,Nill,Nill,1044,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0
1242,HASTAG-1194_L,HASTAG-1194,Nill,Nill,Nill,795,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1243,PETALS-1232_3XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1244,PETALS-1232_L,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1245,PETALS-1232_2XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1246,PETALS-1232_XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1247,PETALS-1232_M,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1248,SILVER3-1293-L,SILVER3-1293,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1249,OS1125_L,OS1125,Nill,Nill,Nill,625,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1250,GOLD-1352_XL,GOLD-1352,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1251,GOLD-1352_2XL,GOLD-1352,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1252,GOLD-1351_M,GOLD-1351,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1253,GOLD-1351_L,GOLD-1351,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1254,HASTAG-1193_2XL,HASTAG-1193,Nill,Nill,Nill,795,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1255,3pl reusable cotton mask - Pack of 5,3pl reusable cotton mask - Pack of 5,Nill,Nill,Nill,150,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1256,3pl Cottom Face Mask Pack of 3,3pl Cottom Face Mask Pack of 3,Nill,Nill,Nill,100,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0
1257,FOUR GEMS-2,FOUR GEMS-2,Nill,Nill,Nill,899,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1258,PLATINUM,PLATINUM,Nill,Nill,Nill,699,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1259,Os198_5045_XS,Os198_5045,Colors-7,Kurta,0.3,381,1538.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0
1260,Os192_1124_XS,Os192_1124,Mix,Kurta,0.3,570,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0
1261,OS-1029,OS-1029,Nill,Nill,Nill,2095,,,,,,,,,,
1262,SILVER3-1296-2XL,SILVER3-1296,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1263,SILVER3-1293-2XL,SILVER3-1293,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1264,COPPER-1276,COPPER-1276,Nill,Nill,Nill,995,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0
1265,PETALS-1233-XL,PETALS-1233,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1266,MASK-04A-NEW,MASK-04A-NEW,Nill,Nill,Nill,126,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1267,MASK-08-NEW,MASK-08-NEW,Nill,Nill,Nill,252,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
1268,MASK-04B-NEW,MASK-04B-NEW,Nill,Nill,Nill,126,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1269,Os4172_XS,Os4172,Nill,Nill,Nill,500,1995.0,1995.0,1995.0,2500.0,2500.0,1995.0,1995.0,1995.0,1995.0,1995.0
1270,Os275_3XL,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1271,PETALS-1236_L,PETALS-1236,Nill,Nill,Nill,1395,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0
1272,MIRROR-1328_L,MIRROR-1328,Nill,Nill,Nill,806,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1273,MIRROR-1326_L,MIRROR-1326,Nill,Nill,Nill,859,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1274,Os308_L,Os308,Mix,Kurta Set,0.4,615,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1275,Os275_M,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1276,IVORY_1421_3XL,IVORY_1421,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1277,OsKR167_XS,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1278,OsKR167_S,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1279,OsKR167_M,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1280,OsKR167_L,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1281,OsKR167_XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1282,OsKR167_2XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1283,OsKR167_3XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1284,OsKR266_XS,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1285,OsKR266_S,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1286,OsKR266_M,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1287,OsKR266_L,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1288,OsKR266_XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1289,OsKR266_2XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1290,OsKR266_3XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1291,OsKR169_XS,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1292,OsKR169_S,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1293,OsKR169_M,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1294,OsKR169_L,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1295,OsKR169_XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1296,OsKR169_2XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1297,OsKR169_3XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1298,IVORY_1426_XL,IVORY_1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1299,Os275_L,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1300,GOLD-1353_L,GOLD-1353,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1301,BIG CHECKS - 1 BAG_XL,BIG CHECKS - 1 BAG,Nill,Nill,Nill,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5
1302,TULIP - 1 BAG_L,TULIP - 1 BAG,Nill,Nill,Nill,498,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
1303,Os308_3XL,Os308,Mix,Kurta Set,0.4,615,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1304,Raag-1365_XL,Raag-1365,Nill,Nill,Nill,1523,1523.0,1523.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0
1305,MIRROR - 1 BAG_L,MIRROR - 1 BAG,Nill,Nill,Nill,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95
1306,Os163_2XLL,Os163,Mix,Kurta,0.3,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1307,Os160_MM,Os160,Mix,Kurta,0.3,424,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0
1308,MIRROR-1326_M,MIRROR-1326,Nill,Nill,Nill,859,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1309,IRIS_1416_3XL,IRIS_1416,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1310,IRIS_1417_XL,IRIS_1417,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1311,IRIS_1418_2XL,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1312,IRIS_1418_3XL,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1313,IRIS_1418_M,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1314,IVORY_1423_2XL,IVORY_1423,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1315,IVORY_1426_2XL,IVORY_1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1316,IVORY-1421_XL,IVORY-1421,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1317,IVORY-1423_2XL,IVORY-1423,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1318,IVORY-1424_3XL,IVORY-1424,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1319,IVORY-1426_L,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1320,IVORY-1426_M,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1321,IVORY-1426_XL,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1322,Os160_XS,Os160,Mix,Kurta,0.3,424,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0
1323,Os326_XS,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1324,Os326_S,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1325,Os326_M,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1326,Os326_L,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1327,Os326_XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1328,Os326_2XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1329,Os326_3XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
